id,ClusterID,Title,Authors,Venue,Year,Citations,Source,predictClusterId
44360,1814540, UQLIPS: a real-time near-duplicate video clip detection system," Heng Tao Shen,  Xiaofang Zhou,  Zi Huang,  Jie Shao,  Xiangmin Zhou",Proceedings of the 33rd international conference on Very large data bases,2007,88.0,GoogleScholar,1321771.0
44364,1814542,Efficient parallel skyline processing using hyperplane projections," Henning Khler,  Jing Yang,  Xiaofang Zhou",Proceedings of the 2011 ACM SIGMOD International Conference on Management of data,2011,65.0,SemanticScholar,1321772.0
44376,1814549, Discriminative nonnegative spectral clustering with out-of-sample extension," Yang Yang,  Yi Yang,  Heng Tao Shen,  Yanchun Zhang,  Xiaoyong Du,  Xiaofang Zhou", IEEE Transactions on Knowledge and Data Engineering,2013,46.0,GoogleScholar,1321773.0
44382,1814551, An adaptive and dynamic dimensionality reduction method for high-dimensional indexing," Heng Tao Shen,  Xiaofang Zhou,  Aoying Zhou", The VLDB Journal,2007,41.0,GoogleScholar,1321774.0
44386,1814553, Instant advertising in mobile peer-to-peer networks," Zaiben Chen,  Heng Tao Shen,  Quanqing Xu,  Xiaofang Zhou",Data Engineering; 2009. ICDE'09. IEEE 25th International Conference on,2009,40.0,GoogleScholar,1321775.0
44396,1814559, Efficient secure similarity computation on encrypted trajectory data," An Liu,  Kai Zhengy,  Lu Liz,  Guanfeng Liu,  Lei Zhao,  Xiaofang Zhou",Data Engineering (ICDE); 2015 IEEE 31st International Conference on,2015,31.0,GoogleScholar,1321776.0
44402,1814563, Moir/mt: Monitoring large-scale road network traffic in real-time," Kuien Liu,  Ke Deng,  Zhiming Ding,  Mingshu Li,  Xiaofang Zhou", Proceedings of the VLDB Endowment,2009,26.0,GoogleScholar,1321777.0
44409,1814565, On group nearest group query processing," Ke Deng,  Shazia Sadiq,  Xiaofang Zhou,  Hu Xu,  Gabriel Pui Cheong Fung,  Yansheng Lu", IEEE Transactions on Knowledge and Data Engineering,2012,25.0,GoogleScholar,1321778.0
44412,1814566, Possible and certain SQL keys," Henning Khler,  Sebastian Link,  Xiaofang Zhou", Proceedings of the VLDB Endowment,2015,24.0,GoogleScholar,1321779.0
44417,1814569,Effective data co-reduction for multimedia similarity search," Zi Huang,  Hengtao Shen,  Jiajun Liu,  Xiaofang Zhou",Proceedings of the 2011 ACM SIGMOD International Conference on Management of data,2011,22.0,GoogleScholar,1321780.0
44422,1814571,Sampling dirty data for matching attributes," Henning Khler,  Xiaofang Zhou,  Shazia Sadiq,  Yanfeng Shu,  Kerry Taylor",Proceedings of the 2010 ACM SIGMOD International Conference on Management of data,2010,22.0,GoogleScholar,1321781.0
44430,1814576, Discovering the most influential sites over uncertain data: a rank-based approach," Kai Zheng,  Zi Huang,  Aoying Zhou,  Xiaofang Zhou", IEEE Transactions on Knowledge and Data Engineering,2012,17.0,GoogleScholar,1321782.0
44433,1814577, Speed up interactive image retrieval," Heng Tao Shen,  Shouxu Jiang,  Kian-Lee Tan,  Zi Huang,  Xiaofang Zhou", The VLDB JournalThe International Journal on Very Large Data Bases,2009,17.0,GoogleScholar,1321783.0
44443,1814582, Exploring social influence on location-based social networks," Yu-Ting Wen,  Po-Ruey Lei,  Wen-Chih Peng,  Xiao-Fang Zhou",Data Mining (ICDM); 2014 IEEE International Conference on,2014,12.0,GoogleScholar,1321784.0
44446,1814583, AML: Efficient approximate membership localization within a web-based join framework," Zhixu Li,  Laurianne Sitbon,  Liwei Wang,  Xiaofang Zhou,  Xiaoyong Du", IEEE Transactions on Knowledge and Data Engineering,2013,12.0,SemanticScholar,1321785.0
44464,1814595, Maximum error-bounded Piecewise Linear Representation for online stream approximation," Qing Xie,  Chaoyi Pang,  Xiaofang Zhou,  Xiangliang Zhang,  Ke Deng", The VLDB Journal,2014,8.0,GoogleScholar,1321786.0
44467,1814596, Dynamic batch nearest neighbor search in video retrieval," Jie Shao,  Zi Huang,  Heng Tao Shen,  Xiaofang Zhou,  Yijun Li",Data Engineering; 2007. ICDE 2007. IEEE 23rd International Conference on,2007,7.0,GoogleScholar,1321787.0
44480,1814605, A subspace symbolization approach to content-based video search," Xiangmin Zhou,  Xiaofang Zhou,  Athman Bouguettaya,  John A Taylor",Data Engineering; 2009. ICDE'09. IEEE 25th International Conference on,2009,3.0,GoogleScholar,1321788.0
44485,1814608, Access time oracle for planar graphs," Ke Deng,  Jianxin Li,  Chaoyi Pang,  Jiuyong Li,  Xiaofang Zhou", IEEE Transactions on Knowledge and Data Engineering,2016,2.0,GoogleScholar,1321789.0
44502,1814618, Diagnosing and Minimizing Semantic Drift in Iterative Bootstrapping Extraction," Zhixu Li,  Ying He,  Binbin Gu,  An Liu,  Xiaofang Zhou", IEEE Transactions on Knowledge and Data Engineering,2017,0.0,GoogleScholar,1321790.0
44505,1814619, Minimal on-road time route scheduling on time-dependent graphs," Lei Li,  Wen Hua,  Xingzhong Du,  Xiaofang Zhou", Proceedings of the VLDB Endowment,2017,2.0,GoogleScholar,1321791.0
44512,1814623, Temporal analytics on big data for web advertising," Badrish Chandramouli,  Jonathan Goldstein,  Songyun Duan",Data Engineering (ICDE); 2012 IEEE 28th International Conference on,2012,92.0,GoogleScholar,1321792.0
44517,1814626, The extensibility framework in Microsoft StreamInsight," Mohamed Ali,  Badrish Chandramouli,  Jonathan Goldstein,  Roman Schindlauer",Data Engineering (ICDE); 2011 IEEE 27th International Conference on,2011,46.0,GoogleScholar,1321793.0
44525,1814629,End-to-end support for joins in large-scale publish/subscribe systems," Badrish Chandramouli,  Jun Yang",Proceedings of the VLDB Endowment,2008,35.0,ACM,1321794.0
44536,1814634,On the database/network interface in large-scale publish/subscribe systems," Badrish Chandramouli,  Junyi Xie,  Jun Yang",Proceedings of the 2006 ACM SIGMOD international conference on Management of data,2006,28.0,GoogleScholar,1321795.0
44540,1814635, Value-based notification conditions in large-scale publish/subscribe systems?," Badrish Chandramouli,  Jeff M Phillips,  Jun Yang",Proceedings of the 33rd international conference on Very large data bases,2007,27.0,GoogleScholar,1321796.0
44543,1814636,Patience is a virtue: revisiting merge and sort on modern processors," Badrish Chandramouli,  Jonathan Goldstein",Proceedings of the 2014 ACM SIGMOD international conference on Management of data,2014,18.0,GoogleScholar,1321797.0
44548,1814638, Efficient episode mining of dynamic event streams," Debprakash Patnaik,  Srivatsan Laxman,  Badrish Chandramouli,  Naren Ramakrishnan",Data Mining (ICDM); 2012 IEEE 12th International Conference on,2012,13.0,GoogleScholar,1321798.0
44553,1814640, DiAl: distributed streaming analytics anywhere; anytime," Ivo Santos,  Marcel Tilly,  Badrish Chandramouli,  Jonathan Goldstein", Proceedings of the VLDB Endowment,2013,10.0,GoogleScholar,1321799.0
44555,1814641, Online visualization of geospatial stream data using the worldwide telescope," Mohamed Ali,  Badrish Chandramouli,  Jonathan Fay,  Curtis Wong,  Steven Drucker,  Balan Sethu Raman", Proceedings of the VLDB Endowment,2011,10.0,GoogleScholar,1321800.0
44558,1814643, On suspending and resuming dataflows," Badrish Chandramouli,  Christopher N Bond,  Shivnath Babu,  Jun Yang",Data Engineering; 2007. ICDE 2007. IEEE 23rd International Conference on,2007,4.0,GoogleScholar,1321801.0
44561,1814644,Enabling Signal Processing over Data Streams," Milos Nikolic,  Badrish Chandramouli,  Jonathan Goldstein",Proceedings of the 2017 ACM International Conference on Management of Data,2017,2.0,GoogleScholar,1321802.0
44569,1814649, Shrink: prescribing resiliency solutions for streaming," Badrish Chandramouli,  Jonathan Goldstein", Proceedings of the VLDB Endowment,2017,0.0,GoogleScholar,1321803.0
44572,1814651, Weaving Relations for Cache Performance.," Anastassia Ailamaki,  David J DeWitt,  Mark D Hill,  Marios Skounakis", VLDB,2001,501.0,GoogleScholar,1321804.0
44580,1814657, ZOO: A desktop experiment management environment," Yannis E Ioannidis,  Miron Livny,  Anastassia Ailamaki,  Anand Narayanan,  Andrew Therber", ACM SIGMOD Record,1997,128.0,GoogleScholar,1321805.0
44589,1814662,An environmental sensor network to determine drinking water quality and security," Anastassia Ailamaki,  Christos Faloutos,  Paul S Fischbeck,  Mitchell J Small,  Jeanne VanBriesen", ACM Sigmod Record,2003,102.0,GoogleScholar,1321806.0
44593,1814663, Data page layouts for relational databases on deep memory hierarchies," Anastassia Ailamaki,  David J DeWitt,  Mark D Hill", The VLDB JournalThe International Journal on Very Large Data Bases,2002,96.0,GoogleScholar,1321807.0
44603,1814671, Efficient use of the query optimizer for automated physical design," Stratos Papadomanolakis,  Debabrata Dash,  Anastasia Ailamaki",Proceedings of the 33rd international conference on Very large data bases,2007,51.0,GoogleScholar,1321808.0
44609,1814676,Efficient query processing on unstructured tetrahedral meshes," Stratos Papadomanolakis,  Anastassia Ailamaki,  Julio C Lopez,  Tiankai Tu,  David R O'Hallaron,  Gerd Heber",Proceedings of the 2006 ACM SIGMOD international conference on Management of data,2006,45.0,GoogleScholar,1321809.0
44615,1814679, Lachesis: robust database storage management based on device-specific performance characteristics," Jiri Schindler,  Anastassia Ailamaki,  Gregory R Ganger",Proceedings of the 29th international conference on Very large data bases-Volume 29,2003,39.0,GoogleScholar,1321810.0
44626,1814685,Clotho: decoupling memory page layout from storage organization," Minglong Shao,  Jiri Schindler,  Steven W Schlosser,  Anastassia Ailamaki,  Gregory R Ganger",VLDB '04,2004,7.0,GoogleScholar,1321811.0
44629,1814686, Improving flash write performance by using update frequency," Radu Stoica,  Anastasia Ailamaki", Proceedings of the VLDB Endowment,2013,30.0,GoogleScholar,1321812.0
44634,1814688, Improving preemptive prioritization via statistical characterization of OLTP locking," David T McWherter,  Bianca Schroeder,  Anastassia Ailamaki,  Mor Harchol-Balter",Data Engineering; 2005. ICDE 2005. Proceedings. 21st International Conference on,2005,30.0,GoogleScholar,1321813.0
44637,1814689, Just-in-time data virtualization: Lightweight data management with ViDa," Manos Karpathiotakis,  Ioannis Alagiannis,  Thomas Heinis,  Miguel Branco,  Anastasia Ailamaki",Proceedings of the 7th Biennial Conference on Innovative Data Systems Research (CIDR),2015,27.0,GoogleScholar,1321814.0
44643,1814694, CoPhy: a scalable; portable; and interactive index advisor for large workloads," Debabrata Dash,  Neoklis Polyzotis,  Anastasia Ailamaki", Proceedings of the VLDB Endowment,2011,25.0,GoogleScholar,1321815.0
44645,1814695, Automated physical design in database caches," Tanu Malik,  Xiaodan Wang,  Randal Burns,  Debabrata Dash,  Anastasia Ailamaki",Data Engineering Workshop; 2008. ICDEW 2008. IEEE 24th International Conference on,2008,25.0,GoogleScholar,1321816.0
44648,1814696, Optimistic intra-transaction parallelism on chip multiprocessors," Christopher B Colohan,  Anastassia Ailamaki,  J Gregory Steffan,  Todd C Mowry",Proceedings of the 31st international conference on Very large data bases,2005,25.0,GoogleScholar,1321817.0
44651,1814697, Parinda: an interactive physical designer for postgresql," Cristina Maier,  Debabrata Dash,  Ioannis Alagiannis,  Anastasia Ailamaki,  Thomas Heinis",Proceedings of the 13th International Conference on Extending Database Technology,2010,24.0,GoogleScholar,1321818.0
44658,1814702,Database architectures for new hardware, Anastassia Ailamaki,Proceedings of the Thirtieth international conference on Very large data bases-Volume 30,2004,21.0,GoogleScholar,1321819.0
44667,1814708, Fast queries over heterogeneous data through engine customization," Manos Karpathiotakis,  Ioannis Alagiannis,  Anastasia Ailamaki", Proceedings of the VLDB Endowment,2016,15.0,GoogleScholar,1321820.0
44674,1814712,"An automated, yet interactive and portable DB designer"," Ioannis Alagiannis,  Debabrata Dash,  Karl Schnaitter,  Anastasia Ailamaki,  Neoklis Polyzotis",Proceedings of the 2010 ACM SIGMOD International Conference on Management of data,2010,14.0,GoogleScholar,1321821.0
44681,1814716, Managing scientific data: lessons; challenges; and opportunities, Anastasia Ailamaki,Proceedings of the 2011 ACM SIGMOD International Conference on Management of data,2011,11.0,GoogleScholar,1321822.0
44686,1814720,Exposing undergraduate students to database system internals," Anastassia Ailamaki,  Joseph M Hellerstein", ACM SIGMOD Record,2003,8.0,GoogleScholar,1321823.0
44696,1814727, Databases and hardware: The beginning and sequel of a beautiful friendship,Anastasia Ailamaki, Proceedings of the VLDB Endowment,2015,4.0,GoogleScholar,1321824.0
44705,1814733, The future of scientific data bases," Michael Stonebraker,  Anastasia Ailamaki,  Jeremy Kepner,  Alex Szalay",Data Engineering (ICDE); 2012 IEEE 28th International Conference on,2012,3.0,GoogleScholar,1321825.0
44708,1814734, Caching all plans with just one optimizer call," Debabrata Dash,  Ioannis Alagiannis,  Cristina Maier,  Anastasia Ailamaki",Data Engineering Workshops (ICDEW); 2010 IEEE 26th International Conference on,2010,3.0,GoogleScholar,1321826.0
44711,1814735, Query Co-Processing on Commodity Hardware," Anastassia Ailamaki,  Naga K Govindaraju,  Dinesh Manocha",Data Engineering; 2006. ICDE'06. Proceedings of the 22nd International Conference on,2006,3.0,GoogleScholar,1321827.0
44720,1814740, Paradigm Shift to New DBMS Architectures: Research Issues and Market Needs," Sang Kyun Cha,  Anastassia Ailamaki,  Yoshinori Hara,  Vishal Sikka",Data Engineering; 2005. ICDE 2005. Proceedings. 21st International Conference on,2005,2.0,GoogleScholar,1321828.0
44725,1814742, Matching Database Access Patterns to Storage Characteristics.," Jiri Schindler,  Anastassia Ailamaki,  Gregory Ganger", VLDB PhD Workshop,2003,2.0,GoogleScholar,1321829.0
44727,1814743,The Next 700 Transaction Processing Engines,Anastasia Ailamaki,SIGMOD '17,2017,1.0,ACM,1321830.0
44735,1814745, Cheap data analytics using cold storage devices," Renata Borovica-Gaji,  Raja Appuswamy,  Anastasia Ailamaki", Proceedings of the VLDB Endowment,2016,1.0,GoogleScholar,1321831.0
44742,1814749, CleanM: an optimizable query language for unified scale-out data cleaning," Stella Giannakopoulou,  Manos Karpathiotakis,  Benjamin Gaidioz,  Anastasia Ailamaki", Proceedings of the VLDB Endowment,2017,0.0,GoogleScholar,1321832.0
44746,1814750, ReCache: Reactive Caching for Fast Analytics over Heterogeneous Data," Tahir Azim,  Manos Karpathiotakis,  Anastasia Ailamaki", Proceedings of the VLDB Endowment,2017,0.0,GoogleScholar,1321833.0
44751,1814752,Vectorizing an In Situ Query Engine," Panagiotis Sioulas,  Anastasia Ailamaki",Proceedings of the 2016 International Conference on Management of Data,2016,0.0,GoogleScholar,1321834.0
44756,1814754, Running with scissors: Fast queries on just-in-time databases, Anastasia Ailamaki,Data Engineering (ICDE); 2014 IEEE 30th International Conference on,2014,0.0,GoogleScholar,1321835.0
44770,1814766,Hippo: A System for Computing Consistent Answers to a Class of SQL Queries,"Jan Chomicki,Jerzy Marcinkowski,Slawomir Staworko",EDBT,2004,50.0,GoogleScholar,1321836.0
44774,1814767, Validity-sensitive querying of XML databases,"Slawomir Staworko,Jan Chomicki",EDBT Workshops,2006,49.0,GoogleScholar,1321837.0
44778,1814768, Preference-driven querying of inconsistent relational databases,"Slawomir Staworko,Jan Chomicki,Jerzy Marcinkowski", International Conference on Extending Database Technology,2006,33.0,GoogleScholar,1321838.0
44784,1814771,Deterministic regular expressions in linear time," BenotÂ¢‚Â®t Groz,  Sebastian Maneth,  Slawek Staworko",PODS,2012,20.0,ACM,1321839.0
44795,1814774, Towards an RDF Validation Language Based on Regular Expression Derivatives.," Jose Emilio Labra Gayo,  Eric Prud'hommeaux,  Iovka Boneva,  Slawek Staworko,  Harold R Solbrig,  Samuel Hym", EDBT/ICDT Workshops,2015,7.0,GoogleScholar,1321840.0
44798,1814775, RDF graph alignment with bisimulation," Peter Buneman,  SÂ¾awek Staworko",PVLDB,2016,2.0,GoogleScholar,1321841.0
44803,1814776,Bounded repairability for regular tree languages," Pierre Bourhis,  Gabriele Puppis,  Cristian Riveros,  SÂ¾awek Staworko",ICDT,2012,0.0,GoogleScholar,1321842.0
44823,1814788, Holistic data cleaning: Putting violations into context," Xu Chu,  Ihab F Ilyas,  Paolo Papotti",Data Engineering (ICDE); 2013 IEEE 29th International Conference on,2013,95.0,GoogleScholar,1321843.0
44825,1814789,Sampling the repairs of functional dependency violations under hard constraints,"George Beskales,Ihab F. Ilyas,Lukasz Golab",PVLDB,2010,91.0,GoogleScholar,1321844.0
44836,1814793,Expressive and flexible access to web-extracted data: a keyword-based structured query language," Jeffrey Pound,  Ihab F Ilyas,  Grant Weddell",SIGMOD Conference,2010,73.0,Aminer,1321845.0
44854,1814802,Modeling and querying possible repairs in duplicate detection,"George Beskales,Mohamed A. Soliman,Ihab F. Ilyas,Shai Ben-David",PVLDB,2009,42.0,Aminer,1321846.0
44868,1814805,Collecting and Maintaining Just-in-Time Statistics,"Michele Dallachiesa,Themis Palpanas,Ihab F. Ilyas",PVLDB,2007,28.0,Aminer,1321847.0
44882,1814812, Benchmarking Smart Meter Data Analytics.," Xiufeng Liu,  Lukasz Golab,  Wojciech M Golab,  Ihab F Ilyas", EDBT,2015,22.0,GoogleScholar,1321848.0
44889,1814815, SMAS: A smart meter data analytics system," Xiufeng Liu,  Lukasz Golab,  Ihab F Ilyas",Data Engineering (ICDE); 2015 IEEE 31st International Conference on,2015,16.0,GoogleScholar,1321849.0
44896,1814820,Building ranked mashups of unstructured sources with uncertain information,"Mohamed A. Soliman,Ihab F. Ilyas,Mina Saleeb",PVLDB,2010,13.0,GoogleScholar,1321850.0
44905,1814823, CLAMS: bringing quality to Data Lakes," Mina Farid,  Alexandra Roatis,  Ihab F Ilyas,  Hella-Franziska Hoffmann,  Xu Chu",Proceedings of the 2016 International Conference on Management of Data,2016,10.0,GoogleScholar,1321851.0
44908,1814824, RuleMiner: Data quality rules discovery," Xu Chu,  Ihab F Ilyas,  Paolo Papotti,  Yin Ye",Data Engineering (ICDE); 2014 IEEE 30th International Conference on,2014,10.0,GoogleScholar,1321852.0
44910,1814825,Just-in-time information extraction using extraction views,"Amr El-Helw,Mina H. Farid,Ihab F. Ilyas",SIGMOD Conference,2012,10.0,GoogleScholar,1321853.0
44918,1814829, Mashrank: Towards uncertainty-aware and rank-aware mashups," Mohamed A Soliman,  Mina Saleeb,  Ihab F Ilyas",Data Engineering (ICDE); 2010 IEEE 26th International Conference on,2010,7.0,GoogleScholar,1321854.0
44921,1814831,QUICK: expressive and flexible search over knowledge bases and text collections," Jeffrey Pound,  Ihab F Ilyas,  Grant Weddell",PVLDB,2010,6.0,GoogleScholar,1321855.0
44948,1814849, Semantics and complexity of SPARQL," Jorge Prez,  Marcelo Arenas,  Claudio Gutierrez", ACM Transactions on Database Systems (TODS),2009,651.0,GoogleScholar,1321856.0
44951,1814850, A normal form for XML documents," Marcelo Arenas,  Leonid Libkin", ACM Transactions on Database Systems (TODS),2004,560.0,GoogleScholar,1321857.0
44957,1814853,Querying semantic web data with SPARQL," Marcelo Arenas,  Jorge Prez", Proceedings of the thirtieth ACM SIGMOD-SIGACT-SIGART symposium on Principles of database systems,2011,102.0,GoogleScholar,1321858.0
44962,1814855, Locally consistent transformations and query answering in data exchange," Marcelo Arenas,  Pablo Barcel,  Ronald Fagin,  Leonid Libkin", Proceedings of the twenty-third ACM SIGMOD-SIGACT-SIGART symposium on Principles of database systems,2004,82.0,GoogleScholar,1321859.0
44966,1814856,The recovery of a schema mapping: bringing exchanged data back," Marcelo Arenas,  Jorge Prez,  Cristian Riveros", ACM Transactions on Database Systems (TODS),2009,81.0,GoogleScholar,1321860.0
44971,1814858, Expressive languages for querying the semantic web," Marcelo Arenas,  Georg Gottlob,  Andreas Pieris",Proceedings of the 33rd ACM SIGMOD-SIGACT-SIGART symposium on Principles of database systems,2014,51.0,ACM,1321861.0
44985,1814866, Hypothetical temporal queries in databases," Marcelo Arenas,  Leopoldo Bertossi",Proceedings ACM SIGMOD/PODS 5th International Workshop on Knowledge Representation meets Databases (KRDB98): Innovative Application Programming and Query Interfaces,1998,13.0,GoogleScholar,1321862.0
44990,1814870,A framework for annotating CSV-like data," Marcelo Arenas,  Francisco Maturana,  Cristian Riveros,  Domagoj Vrgo", Proceedings of the VLDB Endowment,2016,6.0,GoogleScholar,1321863.0
44994,1814871, Designing a query language for RDF: marrying open and closed worlds," Marcelo Arenas,  MartÂ¢‚Â­n Ugarte", ACM Transactions on Database Systems (TODS),2017,0.0,GoogleScholar,1321864.0
44998,1814873,The Exact Complexity of the First-Order Logic Definability Problem," Marcelo Arenas,  Gonzalo I DÂ¢‚Â­az", ACM Transactions on Database Systems (TODS),2016,0.0,GoogleScholar,1321865.0
45014,1814883,Developing scientific workflows from heterogeneous services," Aphrodite Tsalgatidou,  George Athanasopoulos,  Michael Pantazoglou,  Cesare Pautasso,  Thomas Heinis,  Roy Grnmo", ACM Sigmod Record,2006,66.0,GoogleScholar,1321866.0
45047,1814905,Plan-based complex event detection across distributed sources," Mert Akdere,  Uur etintemel,  Nesime Tatbul", Proceedings of the VLDB Endowment,2008,147.0,GoogleScholar,1321867.0
45054,1814909,DejaVu: declarative pattern matching over live and archived streams of events," Nihal Dindar,  Baris G,  Patrick Lau,  Asli Ozal,  Merve Soner,  Nesime Tatbul",Proceedings of the 2009 ACM SIGMOD International Conference on Management of data,2009,66.0,SemanticScholar,1321868.0
45068,1814918, Qos-driven load shedding on data streams, Nesime Tatbul, International Conference on Extending Database Technology,2002,26.0,GoogleScholar,1321869.0
45071,1814919, A workflow-based electronic marketplace on the Web," Asuman Dogac,  Ilker Durusoy,  Sena Arpinar,  Nesime Tatbul,  Pinar Koksal,  Ibrahim Cingil", ACM SIGMOD Record,1998,6.0,GoogleScholar,1321870.0
45077,1814921,Changing flights in mid-air: a model for safely modifying continuous queries," Kyumars Sheykh Esmaili,  Tahmineh Sanamrad,  Peter M Fischer,  Nesime Tatbul",Proceedings of the 2011 ACM SIGMOD International Conference on Management of data,2011,17.0,GoogleScholar,1321871.0
45083,1814924, UpStream: storage-centric load management for streaming applications with update semantics," Alexandru Moga,  Irina Botan,  Nesime Tatbul", The VLDB JournalThe International Journal on Very Large Data Bases,2011,9.0,GoogleScholar,1321872.0
45101,1814932,ILOG: Declarative Creation and Manipulation of Object Identifiers,"Richard Hull, Masatoshi Yoshikawa",VLDB '90,1990,37.0,GoogleScholar,1321873.0
45104,1814933, Query processing for distributed databases using generalized semi-joins," Yahiko Kambayashi,  Masatoshi Yoshikawa,  Shuzo Yajima",Proceedings of the 1982 ACM SIGMOD international conference on Management of data,1982,78.0,GoogleScholar,1321874.0
45108,1814934, Query processing utilizing dependencies and horizontal decomposition," Yahiko Kambayashi,  Masatoshi Yoshikawa", ACM SIGMOD Record,1983,41.0,GoogleScholar,1321875.0
45112,1814935, On the equivalence of database restructurings involving object identifiers," Richard Hull,  Masatoshi Yoshikawa", Proceedings of the tenth ACM SIGACT-SIGMOD-SIGART symposium on Principles of database systems,1991,35.0,GoogleScholar,1321876.0
45116,1814936, Spatial indexing of high-dimensional data based on relative approximation," Yasushi Sakurai,  Masatoshi Yoshikawa,  Shunsuke Uemura,  Haruhiko Kojima", The VLDB journal,2002,28.0,GoogleScholar,1321877.0
45123,1814939, Scalable algorithms for distribution search," Yasuko Matsubara,  Yasushi Sakurai,  Masatoshi Yoshikawa",Data Mining; 2009. ICDM'09. Ninth IEEE International Conference on,2009,17.0,GoogleScholar,1321878.0
45126,1814940, Similarity search for adaptive ellipsoid queries using spatial transformation," Yasushi Sakurai,  Masatoshi Yoshikawa,  Ryoji Kataoka,  Shunsuke Uemura", VLDB,2001,15.0,GoogleScholar,1321879.0
45129,1814941, Amalgamating SGML documents and databases," Masatoshi Yoshikawa,  Osamu Ichikawa,  Shunsuke Uemura", International Conference on Extending Database Technology,1996,13.0,GoogleScholar,1321880.0
45131,1814942,Security of social information from query analysis in DaaS," Junpei Kawamoto,  Masatoshi Yoshikawa",Proceedings of the 2009 EDBT/ICDT Workshops,2009,12.0,GoogleScholar,1321881.0
45136,1814944, A Generalized Flow-Based Method for Analysis of Implicit Relationships on Wikipedia," Xinpeng Zhang,  Yasuhito Asano,  Masatoshi Yoshikawa", IEEE Transactions on Knowledge and Data Engineering,2013,7.0,GoogleScholar,1321882.0
45139,1814945, Dynamic range labeling for XML trees," Takeharu Eda,  Yasushi Sakurai,  Toshiyuki Amagasa,  Masatoshi Yoshikawa,  Shunsuke Uemura,  Takashi Honishi", International Conference on Extending Database Technology,2004,7.0,GoogleScholar,1321883.0
45142,1814946, Processing Inequality Queries Based on Generalized Semi-Joins," Masatoshi Yoshikawa,  Yahiko Kambayashi",Proceedings of the 10th International Conference on Very Large Data Bases,1984,3.0,GoogleScholar,1321884.0
45148,1814948, Visualized elucidations of ranking by exploiting object relations," Xinpeng Zhang,  Yasuhito Asano,  Masatoshi Yoshikawa",Data Engineering; 2009. ICDE'09. IEEE 25th International Conference on,2009,1.0,GoogleScholar,1321885.0
45151,1814949, Flexible Similarity Search for Enriched Trajectories," Hideaki Ohashi,  Toshiyuki Shimizu,  Masatoshi Yoshikawa",Data Mining Workshops (ICDMW); 2016 IEEE 16th International Conference on,2016,0.0,GoogleScholar,1321886.0
45153,1814950, Statistical modeling of large distribution sets," Yasuko Matsubara,  Yasushi Sakurai,  Masatoshi Yoshikawa", Proceedings of the Fourth SIGMOD PhD Workshop on Innovative Database Research,2010,0.0,GoogleScholar,1321887.0
45171,1814964, OXPath: A language for scalable data extraction; automation; and crawling on the deep web," Tim Furche,  Georg Gottlob,  Giovanni Grasso,  Christian Schallhart,  Andrew Sellers", The VLDB Journal,2013,66.0,GoogleScholar,1321888.0
45181,1814971,Taking the OXPath down the deep web," Andrew Sellers,  Tim Furche,  Georg Gottlob,  Giovanni Grasso,  Christian Schallhart",Proceedings of the 14th International Conference on Extending Database Technology,2011,6.0,GoogleScholar,1321889.0
45185,1814972,Robust and Noise Resistant Wrapper Induction,"Tim Furche,Jinsong Guo,Sebastian Maneth,Christian Schallhart",SIGMOD Conference,2016,3.0,GoogleScholar,1321890.0
45229,1815011, Big data quality-whose problem is it?," Shazia Sadiq,  Paolo Papotti",Data Engineering (ICDE); 2016 IEEE 32nd International Conference on,2016,3.0,GoogleScholar,1321891.0
45238,1815018, Data quality between promises and results, Paolo Papotti,Data Engineering Workshops (ICDEW); 2016 IEEE 32nd International Conference on,2016,0.0,GoogleScholar,1321892.0
45241,1815019,SAP HANA database: data management for modern business applications," Franz FÂ¢‚Â¤rber,  Sang Kyun Cha,  Jrgen Primsch,  Christof Bornhvd,  Stefan Sigg,  Wolfgang Lehner", ACM Sigmod Record,2012,313.0,ACM,1321893.0
45252,1815024, Data mining with the SAP NetWeaver BI accelerator," Thomas Legler,  Wolfgang Lehner,  Andrew Ross",Proceedings of the 32nd international conference on Very large data bases,2006,54.0,GoogleScholar,1321894.0
45259,1815029, Qstream: Deterministic querying of data streams," Sven Schmidt,  Henrike Berthold,  Wolfgang Lehner",Proceedings of the Thirtieth international conference on Very large data bases-Volume 30,2004,39.0,GoogleScholar,1321895.0
45263,1815032,Maintenance of cube automatic summary tables,"Wolfgang Lehner, Richard Sidle, Hamid Pirahesh, Roberta Wolfgang Cochrane",ACM SIGMOD Record,2000,12.0,GoogleScholar,1321896.0
45265,1815033, SAP HANA: The evolution from a modern main-memory data platform to an enterprise application platform," Vishal Sikka,  Franz FÂ¢‚Â¤rber,  Anil Goel,  Wolfgang Lehner", Proceedings of the VLDB Endowment,2013,33.0,GoogleScholar,1321897.0
45269,1815034, Robust real-time query processing with QStream," Sven Schmidt,  Thomas Legler,  Sebastian SchÂ¢‚Â¤r,  Wolfgang Lehner",Proceedings of the 31st international conference on Very large data bases,2005,33.0,GoogleScholar,1321898.0
45274,1815037,FPTree: A Hybrid SCM-DRAM Persistent and Concurrent B-Tree for Storage Class Memory," Ismail Oukid,  Johan Lasperas,  Anisoara Nica,  Thomas Willhalm,  Wolfgang Lehner",Proceedings of the 2016 International Conference on Management of Data,2016,29.0,GoogleScholar,1321899.0
